episode,x,y,z,total_reward,rotor
379,0.0,0.0,157.39582472744806,-14342.816549527182,[896.5564356075205]
380,0.0,0.0,157.39516676025505,-14342.968686977718,[900.9815577416792]
381,0.0,0.0,157.46037478335484,-14349.610210479914,[902.6802983268242]
382,0.0,0.0,157.5448449802263,-14363.778575598284,[903.3378119877813]
383,0.0,0.0,157.48452509827996,-14350.232948174289,[901.2469385506541]
384,0.0,0.0,157.4148956170665,-14346.030205567517,[900.6440127078723]
385,0.0,0.0,157.65378523174093,-14374.124096167712,[898.9131429908442]
386,0.0,0.0,157.4437554160926,-14343.842279995337,[899.1940213396281]
387,0.0,0.0,157.50098185354352,-14355.210738818867,[902.657407265006]
388,0.0,0.0,157.43422718253174,-14345.07253743959,[900.9319270774427]
389,0.0,0.0,157.38219075051066,-14343.579970303703,[902.4270242312938]
390,0.0,0.0,157.4987647379389,-14352.397557220418,[900.9183885859713]
391,0.0,0.0,157.50451622711898,-14365.657419701936,[897.1908176169889]
392,0.0,0.0,157.60282681697046,-14367.224459645431,[902.6390392598527]
393,0.0,0.0,157.40499534034484,-14339.500117647574,[900.4647203918273]
394,0.0,0.0,157.41131324415684,-14343.455957823482,[900.3688206428773]
395,0.0,0.0,157.52679057033674,-14360.361111920753,[901.3840863689435]
396,0.0,0.0,157.48209207233236,-14351.76227200288,[898.70560431931]
397,0.0,0.0,157.48839053426846,-14352.300917104216,[902.1903454256787]
398,0.0,0.0,157.37563120443795,-14331.059047128329,[902.3528873877463]
399,0.0,0.0,157.58200875639156,-14363.016421229097,[901.3447350550708]
400,0.0,0.0,157.38283496149202,-14340.854670458833,[900.6847345837707]
401,0.0,0.0,157.58016499243055,-14360.716160211969,[900.5874694501313]
402,0.0,0.0,157.50161653189465,-14359.27786721007,[900.1523047170627]
403,0.0,0.0,157.36024137371783,-14333.327794780638,[901.0149280706337]
404,0.0,0.0,157.65659009134703,-14372.547303728194,[901.3947018876419]
405,0.0,0.0,157.47824070401222,-14346.780280853123,[899.7277680935961]
406,0.0,0.0,157.57006904299513,-14363.069516030162,[899.8200317375268]
407,0.0,0.0,157.51591691661324,-14357.355015165276,[899.0293614071606]
408,0.0,0.0,157.59426224585437,-14368.744628457254,[900.1579165398633]
409,0.0,0.0,157.543378812377,-14357.906191949667,[899.9463189328784]
410,0.0,0.0,157.59661239789085,-14374.294254868795,[899.3490649806635]
411,0.0,0.0,157.4295744314282,-14345.820071984888,[898.6007531934298]
412,0.0,0.0,157.40342304253744,-14347.321070848277,[901.1476109499046]
413,0.0,0.0,157.42801259911235,-14335.711519890097,[900.614405456809]
414,0.0,0.0,157.43587244416702,-14350.072120847886,[898.328234601269]
415,0.0,0.0,157.5131317091959,-14354.993995429886,[899.5487806704283]
416,0.0,0.0,157.42464681439301,-14344.606441487034,[900.5231358191255]
417,0.0,0.0,157.5322719794389,-14360.963240683139,[897.0514641054345]
418,0.0,0.0,157.40219213717046,-14340.365877101001,[903.0152978403744]
419,0.0,0.0,157.46220377391967,-14346.364665773592,[899.8727740980913]
420,0.0,0.0,157.63011877282247,-14376.33230440859,[900.2111263199201]
421,0.0,0.0,157.46561595676096,-14350.010496206407,[898.9098326202185]
422,0.0,0.0,157.4175997382726,-14338.950574687666,[899.1852022027564]
423,0.0,0.0,157.23770950496007,-14322.12352332821,[900.6057198267854]
424,0.0,0.0,157.4020212391691,-14341.47003132437,[902.3979238523506]
425,0.0,0.0,157.4754167119998,-14349.318668586919,[899.9391458565584]
426,0.0,0.0,157.4209336210251,-14343.002139501787,[898.3546681282736]
427,0.0,0.0,157.52358676763419,-14354.922953675197,[900.2543217785079]
428,0.0,0.0,157.36668576630606,-14336.610793134705,[900.6643999457345]
429,0.0,0.0,157.58945868924513,-14367.970651977057,[901.3585190823459]
430,0.0,0.0,157.4251722470283,-14342.512373836838,[902.4216372226986]
431,0.0,0.0,157.4883580481046,-14354.02900642301,[899.5053553569676]
432,0.0,0.0,157.4359551608625,-14349.360664599157,[900.3608637246242]
433,0.0,0.0,157.42931573950332,-14345.758222039298,[897.2921365643084]
434,0.0,0.0,157.40509957755515,-14336.966433446449,[898.1254117802478]
435,0.0,0.0,157.424710378024,-14341.956070156664,[901.5165796587188]
436,0.0,0.0,157.37777211456358,-14335.439935617118,[900.2199062645293]
437,0.0,0.0,157.29637709066822,-14324.90685465878,[898.2646898978346]
438,0.0,0.0,157.47689760056278,-14353.970027278721,[899.0725704677084]
439,0.0,0.0,157.3855052516038,-14341.983389301065,[898.7551413803807]
440,0.0,0.0,157.5878914728122,-14373.189648549062,[896.5939969904905]
441,0.0,0.0,157.59937826182485,-14370.286492733208,[902.3362091037717]
442,0.0,0.0,157.41701092396752,-14340.835927140384,[900.8842954460947]
443,0.0,0.0,157.4516975902231,-14345.949090663315,[899.2992766096728]
444,0.0,0.0,157.35143617703127,-14345.042914622496,[903.1964414546246]
445,0.0,0.0,157.37889109554217,-14348.667655550178,[898.6747780737182]
446,0.0,0.0,157.37880846300405,-14336.322376829447,[899.4607567350561]
447,0.0,0.0,157.40621136166206,-14345.959792309892,[897.9340487854063]
448,0.0,0.0,157.51838989950633,-14355.036624826347,[901.5822056386943]
449,0.0,0.0,157.59252630359967,-14367.811567394021,[900.6771723812133]
450,0.0,0.0,157.49510686282926,-14360.028834001367,[900.1743534006755]
451,0.0,0.0,157.49381658861648,-14356.801119926782,[899.2321253640796]
452,0.0,0.0,157.51722957762547,-14351.863157473601,[899.7819596050902]
453,0.0,0.0,157.56951747550602,-14366.375803778661,[902.0121054147623]
454,0.0,0.0,157.3905155767388,-14331.41977660054,[898.7022816142867]
455,0.0,0.0,157.50845485860552,-14360.840456707763,[897.7063617330043]
456,0.0,0.0,157.38620773507157,-14342.41879567086,[902.8731159077461]
457,0.0,0.0,157.4265315594675,-14350.50272847489,[900.2450955719553]
458,0.0,0.0,157.58485934430053,-14364.429544095578,[901.255595182746]
459,0.0,0.0,157.31271805735315,-14332.731874831254,[899.3218262331211]
460,0.0,0.0,157.62508776317674,-14366.633842812565,[899.6018404624599]
461,0.0,0.0,157.46625592546542,-14345.33663536494,[898.4553505684561]
462,0.0,0.0,157.37114292864015,-14346.506665980482,[900.6263709525053]
463,0.0,0.0,157.38650559807095,-14337.749143687965,[900.9331924802459]
464,0.0,0.0,157.60421345658986,-14368.706719438098,[900.9775501100534]
465,0.0,0.0,157.33991316590036,-14335.335932398903,[899.1556999200876]
466,0.0,0.0,157.44364787607378,-14346.0588569873,[900.0246023637735]
467,0.0,0.0,157.50587429783513,-14348.958435542381,[899.7732401976681]
468,0.0,0.0,157.48396512252668,-14349.139455364893,[901.2191692648811]
469,0.0,0.0,157.51736500053053,-14361.86069563909,[900.199022762443]
470,0.0,0.0,157.5264291741533,-14355.512462011018,[900.812361011843]
471,0.0,0.0,157.58614406501803,-14363.495907085375,[903.0004423470166]
472,0.0,0.0,157.49307098209655,-14358.697228494475,[896.4705382262383]
473,0.0,0.0,157.47285847095196,-14347.168632177216,[901.7640412279186]
474,0.0,0.0,157.46836134862968,-14351.303242358794,[902.5240339089136]
475,0.0,0.0,157.55061036009076,-14356.042185600572,[900.5438936504537]
476,0.0,0.0,157.48051480035758,-14348.45711004371,[897.4343387801072]
477,0.0,0.0,157.57872417469383,-14360.330879263383,[901.2870673293902]
478,0.0,0.0,157.43382792394036,-14345.229940903391,[897.6768353826594]
479,0.0,0.0,157.5317375531399,-14359.849231020191,[897.5361994591805]
480,0.0,0.0,157.5122324169353,-14361.231043471176,[900.1960476000376]
481,0.0,0.0,157.50242787759788,-14345.512960660542,[902.8785064904046]
482,0.0,0.0,157.4700781647521,-14353.157887988571,[900.2189845704002]
483,0.0,0.0,157.45075824278052,-14349.551694646198,[899.5066940743022]
484,0.0,0.0,157.59671222382366,-14368.042320718228,[902.0023055637057]
485,0.0,0.0,157.4483714830306,-14348.284157766519,[901.2691028733864]
486,0.0,0.0,157.50259782229892,-14353.991476465371,[900.8632345737328]
487,0.0,0.0,157.4174688682597,-14339.774770630474,[899.430372456115]
488,0.0,0.0,157.36562933531437,-14346.18631451777,[898.6250589248483]
489,0.0,0.0,157.45568959559606,-14341.051010000403,[900.5326909860703]
490,0.0,0.0,157.42803468478442,-14340.9655530161,[901.4840065078185]
491,0.0,0.0,157.66374258773627,-14376.960639373245,[899.0498955323544]
492,0.0,0.0,157.43103037903012,-14348.256405893286,[899.108467439337]
493,0.0,0.0,157.49630651768126,-14353.525104063556,[902.5481962569321]
494,0.0,0.0,157.59230076303672,-14366.779836050679,[899.8323460862464]
495,0.0,0.0,157.51223340055708,-14357.724056624429,[900.9658381444925]
496,0.0,0.0,157.41718045515773,-14334.600181875674,[902.3948183635848]
497,0.0,0.0,157.3289406801804,-14335.66769085136,[896.6582161731293]
498,0.0,0.0,157.5683781986862,-14353.915041437374,[901.4861909913952]
499,0.0,0.0,157.50692142418256,-14354.549988539191,[901.1092031602485]
500,0.0,0.0,157.30266931686924,-14332.871015780904,[898.2841360513057]
501,0.0,0.0,157.5119363342379,-14355.777200362085,[899.8871534271514]
502,0.0,0.0,157.4995894947549,-14359.715636283476,[899.9401757914236]
503,0.0,0.0,157.47453205367205,-14345.051154965926,[899.1800689125422]
504,0.0,0.0,157.44367959280868,-14346.807196462909,[899.3853505573577]
505,0.0,0.0,157.42842022762048,-14343.306861067878,[899.4630218229443]
506,0.0,0.0,157.48246047148348,-14352.319330703942,[901.2313320871298]
507,0.0,0.0,157.3146717682199,-14328.726694797511,[899.0555499894085]
508,0.0,0.0,157.44642002981178,-14339.119283241058,[898.5471601357561]
509,0.0,0.0,157.40699374325902,-14349.562217228367,[899.0089439020113]
510,0.0,0.0,157.45902012493636,-14340.54189642822,[899.6259328148548]
511,0.0,0.0,157.4359211157472,-14342.189969614394,[899.6890429204512]
512,0.0,0.0,157.64649876598375,-14381.475646294884,[901.0947863128121]
513,0.0,0.0,157.54565985784473,-14365.981789961606,[901.485916183965]
514,0.0,0.0,157.35684955903025,-14332.145222391817,[900.644799885863]
515,0.0,0.0,157.31819092961717,-14333.670114447932,[900.7143866918425]
516,0.0,0.0,157.4254342058961,-14350.498670265055,[899.2744595078954]
517,0.0,0.0,157.5735056858579,-14353.717376628836,[899.1281360878617]
518,0.0,0.0,157.4497127080172,-14341.700711318219,[895.3085632421082]
519,0.0,0.0,157.35018444544173,-14326.636779223125,[898.2167392133848]
520,0.0,0.0,157.4964976660105,-14344.540614476642,[902.6514473600861]
521,0.0,0.0,157.3939869274865,-14335.566252646291,[900.2285217893194]
522,0.0,0.0,157.4485599950388,-14346.368384172338,[899.9456178946268]
523,0.0,0.0,157.51451693356253,-14358.284031266125,[900.0121593052838]
524,0.0,0.0,157.53795741932052,-14360.230903653588,[898.3084281324069]
525,0.0,0.0,157.51788206471915,-14354.575471958675,[899.461380562186]
526,0.0,0.0,157.51729817460605,-14364.961798400576,[901.8450804978397]
527,0.0,0.0,157.44348285234662,-14342.262805103388,[900.0011292779553]
528,0.0,0.0,157.31279384572073,-14335.2804872604,[901.9119820446354]
529,0.0,0.0,157.3933229765459,-14339.856468865684,[900.3987533948662]
530,0.0,0.0,157.34918965170993,-14332.71950131863,[900.4148462269794]
531,0.0,0.0,157.48136296786427,-14347.220467872734,[898.8547409331159]
532,0.0,0.0,157.43748396758582,-14348.112997519944,[898.759176625076]
533,0.0,0.0,157.57374872292667,-14360.379947729514,[899.0806170467988]
534,0.0,0.0,157.48947603215973,-14355.655896362468,[901.762341263687]
535,0.0,0.0,157.43946325832883,-14339.406113955534,[898.6732636651506]
536,0.0,0.0,157.36253251375345,-14340.330060005967,[900.3523859718323]
537,0.0,0.0,157.3217660411194,-14330.613109460686,[901.0390808987171]
538,0.0,0.0,157.44174546387777,-14347.332568454716,[900.1158650215816]
539,0.0,0.0,157.50578168356384,-14350.15870914515,[896.8810259768653]
540,0.0,0.0,157.56118878675585,-14351.65549681418,[902.2072295336293]
541,0.0,0.0,157.45342871632644,-14351.875149879954,[900.6663030958147]
542,0.0,0.0,157.43022480932694,-14348.526976443789,[900.0497751453137]
543,0.0,0.0,157.35745874586993,-14330.62109581395,[899.5679278776277]
544,0.0,0.0,157.48177577547864,-14355.12034379826,[901.8458595060574]
545,0.0,0.0,157.4526935331154,-14347.985928671453,[900.5340848932739]
546,0.0,0.0,157.5431016516919,-14359.662279215338,[900.3547171533264]
547,0.0,0.0,157.52150850389665,-14348.524697349067,[900.1302106206092]
548,0.0,0.0,157.4349833521451,-14347.066947608399,[900.4725067379322]
549,0.0,0.0,157.57303266202987,-14358.099425618237,[902.2229726082577]
550,0.0,0.0,157.64183646383606,-14377.932135129686,[900.4509986380231]
551,0.0,0.0,157.6324830194973,-14374.623176622152,[896.3936170470637]
552,0.0,0.0,157.51557421842222,-14358.620430596276,[899.4277959587695]
553,0.0,0.0,157.50587609626638,-14355.594406581393,[899.6759727235179]
554,0.0,0.0,157.46693354594,-14354.017615237291,[902.3942464466095]
555,0.0,0.0,157.49922738675835,-14350.711996170527,[901.0298946890686]
556,0.0,0.0,157.48172773571355,-14358.537235834932,[898.8570552040594]
557,0.0,0.0,157.46306052022535,-14346.147911534908,[897.9182075640059]
558,0.0,0.0,157.41033328458357,-14338.477557909018,[899.2923969744061]
559,0.0,0.0,157.42712161917495,-14342.635342258207,[899.4246695419995]
560,0.0,0.0,157.40321714678905,-14346.440282659834,[901.1943248832112]
561,0.0,0.0,157.47443175514843,-14346.940429148122,[901.4567336399723]
562,0.0,0.0,157.57357597789775,-14360.0733767896,[901.4905017288746]
563,0.0,0.0,157.390078920789,-14339.344460950164,[900.3842412309037]
564,0.0,0.0,157.50120756018336,-14358.815070756615,[901.4609966750014]
565,0.0,0.0,157.54413946902721,-14360.898775908365,[900.3606382050297]
566,0.0,0.0,157.54135239717246,-14359.639323344423,[900.7179487104014]
567,0.0,0.0,157.51756849849122,-14357.60831277722,[901.2746539654622]
568,0.0,0.0,157.41878734227276,-14340.448986010198,[903.4199286166701]
569,0.0,0.0,157.37026460801275,-14340.297039221134,[898.0373069976725]
570,0.0,0.0,157.46979328525802,-14340.70414839452,[900.7156718678868]
571,0.0,0.0,157.41255352512349,-14341.314201135283,[899.8829325881178]
572,0.0,0.0,157.440156216632,-14349.19979551614,[899.1757908439583]
573,0.0,0.0,157.42357102639545,-14344.07910913891,[898.3273206738802]
574,0.0,0.0,157.41428938526903,-14341.860016428236,[897.8376476629588]
575,0.0,0.0,157.41846321194183,-14347.336918282634,[900.445564314904]
576,0.0,0.0,157.26365980825815,-14316.016443042601,[900.3244931097338]
577,0.0,0.0,157.47923338682082,-14349.71856427234,[902.5387315243089]
578,0.0,0.0,157.47581373136612,-14348.332478903381,[900.1290910504899]
579,0.0,0.0,157.40368601144897,-14341.915779646191,[898.6740489310966]
580,0.0,0.0,157.41920942321738,-14341.485499583188,[898.9079614541348]
581,0.0,0.0,157.3849287514492,-14338.963249956287,[898.0304376540099]
582,0.0,0.0,157.45571831916982,-14351.94491024522,[899.909299052072]
583,0.0,0.0,157.3657797698419,-14338.074391184304,[898.8432198935415]
584,0.0,0.0,157.49074482050415,-14354.204616275947,[899.8507803187312]
585,0.0,0.0,157.561206187237,-14358.640003140934,[899.3438079563856]
586,0.0,0.0,157.62192984837353,-14360.249396899724,[897.9119938087086]
587,0.0,0.0,157.54149669882452,-14365.167199594996,[901.6998104752614]
588,0.0,0.0,157.62716451053333,-14368.566559264007,[898.0477908636556]
589,0.0,0.0,157.53160968342416,-14352.705119795613,[900.2941457644349]
590,0.0,0.0,157.53516927706582,-14366.08003449859,[898.8725254169045]
591,0.0,0.0,157.41865437807743,-14339.795873917805,[901.3729032555283]
592,0.0,0.0,157.46948710047607,-14347.315597565756,[897.9667012563598]
593,0.0,0.0,157.36336318511783,-14337.922338949953,[901.2204490015561]
594,0.0,0.0,157.557002350061,-14354.884072867606,[898.0370243607609]
595,0.0,0.0,157.3724114366211,-14337.04564213031,[902.6706595942891]
596,0.0,0.0,157.49636828650165,-14358.66034899389,[901.4651695920453]
597,0.0,0.0,157.461754449478,-14347.322468263354,[899.6210440429116]
598,0.0,0.0,157.37708814248597,-14346.102842807055,[897.8415306502976]
599,0.0,0.0,157.49706201189858,-14349.990232256543,[900.3444646875129]
600,0.0,0.0,157.53032813117704,-14359.868673428513,[902.0643965560089]
601,0.0,0.0,157.43463759643353,-14353.792630332957,[897.8686500773448]
602,0.0,0.0,157.45601532596726,-14351.541625547157,[899.5650909429093]
603,0.0,0.0,157.49491445967885,-14350.676916337095,[899.0614553497317]
604,0.0,0.0,157.65661643140393,-14370.881958141923,[904.4114779820533]
605,0.0,0.0,157.48764153778797,-14354.37707478197,[897.5421183182385]
606,0.0,0.0,157.44058818201253,-14334.275917758414,[901.4734647371877]
607,0.0,0.0,157.55164496755572,-14357.979675766679,[899.7150616246569]
608,0.0,0.0,157.51671344439552,-14347.463624594446,[899.006213782277]
609,0.0,0.0,157.43897688428763,-14342.962330900202,[900.0985773636843]
610,0.0,0.0,157.30410762771118,-14316.188393520593,[902.5418677305877]
611,0.0,0.0,157.5782340471082,-14356.671769038825,[902.0402130897727]
612,0.0,0.0,157.54982508409591,-14355.766283858737,[899.0423032676246]
613,0.0,0.0,157.27577798191476,-14320.400698412543,[895.6664775943095]
614,0.0,0.0,157.40069680289926,-14344.765421240623,[895.5533145166652]
615,0.0,0.0,157.38072318900055,-14347.875661992724,[898.2111299618381]
616,0.0,0.0,157.48808572933072,-14361.827086591897,[902.1766620853562]
617,0.0,0.0,157.46510676176723,-14354.951450652314,[900.6855732271999]
618,0.0,0.0,157.48232208431153,-14356.261702315258,[900.7887564149229]
619,0.0,0.0,157.35263366789127,-14329.774648028604,[900.2676450120234]
620,0.0,0.0,157.49355224199405,-14355.565937771908,[899.860543829722]
621,0.0,0.0,157.50663007208487,-14354.49334392579,[899.1673214757211]
622,0.0,0.0,157.44255081578441,-14342.94917203542,[897.1536610113769]
623,0.0,0.0,157.40406781309687,-14344.001622116015,[897.6607081839358]
624,0.0,0.0,157.54462868315866,-14361.65008160051,[897.5666988752641]
625,0.0,0.0,157.48472416365126,-14348.008119842965,[900.4362008549875]
626,0.0,0.0,157.4551305653848,-14355.635199727505,[899.2174627141382]
627,0.0,0.0,157.56266203444912,-14362.053566196797,[898.1429529663287]
628,0.0,0.0,157.50438136176209,-14348.172168952462,[899.0525409836804]
629,0.0,0.0,157.449333999682,-14345.70215704394,[899.2190339503646]
630,0.0,0.0,157.47125146001585,-14349.119315183625,[899.5091133415384]
631,0.0,0.0,157.41980843463637,-14346.37652577947,[900.2394115315991]
632,0.0,0.0,157.415006123671,-14343.548118524379,[899.7685881245212]
633,0.0,0.0,157.48981636781312,-14354.45607303285,[897.9067196527224]
634,0.0,0.0,157.52701620719586,-14362.507953284567,[898.2680422979129]
635,0.0,0.0,157.54830122069936,-14353.724955376396,[901.1260862109482]
636,0.0,0.0,157.39567742228107,-14335.509922684032,[900.1700002597016]
637,0.0,0.0,157.45699450144747,-14348.359694151557,[900.4622967277566]
638,0.0,0.0,157.4986843151121,-14352.272994365161,[902.8176251355064]
639,0.0,0.0,157.44197908565005,-14348.560382797483,[899.9928392739122]
640,0.0,0.0,157.4152915874034,-14341.86023012379,[900.3359881237493]
641,0.0,0.0,157.57554430361085,-14351.243988695483,[901.2738553348727]
642,0.0,0.0,157.6277733429722,-14371.175738375136,[904.3133675263418]
643,0.0,0.0,157.52313975354764,-14356.668531916077,[900.2538638316162]
644,0.0,0.0,157.51785039247542,-14354.226362295794,[898.7924569431307]
645,0.0,0.0,157.48737909278876,-14353.47076787028,[897.1402717185914]
646,0.0,0.0,157.39539699673705,-14340.005651148966,[898.5471506791745]
647,0.0,0.0,157.5486646886478,-14355.97564226303,[902.9949658252599]
648,0.0,0.0,157.49992250737927,-14345.961419749428,[898.968788758352]
649,0.0,0.0,157.42713163082925,-14344.792435371706,[899.0049808320829]
650,0.0,0.0,157.5165748010106,-14359.531656383326,[901.1369391703149]
651,0.0,0.0,157.44436085255492,-14350.292030644787,[901.3676828440784]
652,0.0,0.0,157.57172019152867,-14361.149353320803,[902.9458434242997]
653,0.0,0.0,157.51979363558254,-14357.880707380975,[898.79481498999]
654,0.0,0.0,157.410249050593,-14348.74166313302,[899.2805964469007]
655,0.0,0.0,157.61422305953104,-14375.7466904886,[902.7509859778415]
656,0.0,0.0,157.35433931147432,-14341.769808724477,[899.8525403918247]
657,0.0,0.0,157.44778514609803,-14348.143261579005,[903.3371151155499]
658,0.0,0.0,157.36428048933124,-14342.753779018769,[898.9131779171487]
659,0.0,0.0,157.56770808325402,-14364.74275841118,[900.5911385973302]
660,0.0,0.0,157.4547342194771,-14349.439894333873,[902.0652234445204]
661,0.0,0.0,157.50008536602795,-14350.191600406903,[900.595725491526]
662,0.0,0.0,157.42715610388518,-14348.237869236791,[900.8539176061714]
663,0.0,0.0,157.44199488081455,-14349.677336434283,[899.6651194242618]
664,0.0,0.0,157.52831138962074,-14360.575323162742,[900.306102991654]
665,0.0,0.0,157.42854861323306,-14349.99966018257,[898.2204994925868]
666,0.0,0.0,157.49517631892044,-14358.981844030723,[899.992328812908]
667,0.0,0.0,157.61105467283244,-14365.239799837405,[902.7643748520742]
668,0.0,0.0,157.45114970567076,-14341.029516630584,[901.1376592413999]
669,0.0,0.0,157.55807171940845,-14352.332797514724,[900.0955741436677]
670,0.0,0.0,157.36684052360673,-14332.601806297736,[899.2033596349182]
671,0.0,0.0,157.46758977780925,-14353.666279952407,[900.3393650936205]
672,0.0,0.0,157.41148523761638,-14342.443361898966,[900.1520733827218]
673,0.0,0.0,157.39754979564455,-14343.974327234111,[900.2439006533459]
674,0.0,0.0,157.41775130914073,-14342.634514691958,[898.663717087708]
675,0.0,0.0,157.41096411529972,-14336.394416479625,[899.5279665468257]
676,0.0,0.0,157.44078720086958,-14347.565448903822,[897.2225122732885]
677,0.0,0.0,157.4061887773827,-14350.651877511802,[900.778344123954]
678,0.0,0.0,157.36292419823351,-14331.415423366203,[902.4839428130726]
679,0.0,0.0,157.3309254927025,-14333.033476344212,[903.6703100494822]
680,0.0,0.0,157.50161391373913,-14355.613263490579,[900.2046344178044]
681,0.0,0.0,157.5405770438054,-14369.127464112507,[898.4025986416599]
682,0.0,0.0,157.42694140209377,-14340.829521723337,[903.4360981023202]
683,0.0,0.0,157.46545515230756,-14368.645551293932,[896.692235199065]
684,0.0,0.0,157.5352750496192,-14360.537387808909,[897.8205620425579]
685,0.0,0.0,157.43067526751375,-14343.814654505173,[898.3180343794672]
686,0.0,0.0,157.372920816412,-14337.413376170865,[900.2684210371233]
687,0.0,0.0,157.3807582963294,-14342.520578889444,[896.1102425094848]
688,0.0,0.0,157.51396102726636,-14358.596829446766,[899.6863304408781]
689,0.0,0.0,157.45404885092657,-14354.543711653763,[899.3670502055124]
690,0.0,0.0,157.47305613247892,-14358.084217741902,[901.2141517001851]
691,0.0,0.0,157.5622153317721,-14369.46499013356,[899.9157805562988]
692,0.0,0.0,157.36985996797023,-14348.056088366782,[900.7387357114563]
693,0.0,0.0,157.3935811351959,-14343.148469152033,[896.3660538896293]
694,0.0,0.0,157.4208425115829,-14347.811155204425,[898.0485301264353]
695,0.0,0.0,157.48999861255353,-14356.684969426437,[900.0953365752749]
696,0.0,0.0,157.32450578855784,-14334.645232732937,[900.7457846322628]
697,0.0,0.0,157.4867990609641,-14352.092868707114,[896.7715113262843]
698,0.0,0.0,157.56589830628363,-14360.707471523972,[899.0612677264367]
699,0.0,0.0,157.43343501947484,-14337.935285848065,[898.2611374238214]
700,0.0,0.0,157.5777359437242,-14362.592985656082,[899.230263270015]
701,0.0,0.0,157.47850849464228,-14345.22472301174,[900.0760102860893]
702,0.0,0.0,157.45793293447244,-14345.630416028633,[898.5746238294853]
703,0.0,0.0,157.62802827341946,-14372.614561167613,[898.4701020332966]
704,0.0,0.0,157.40323114069813,-14347.058968760297,[899.9491225416408]
705,0.0,0.0,157.42890761272332,-14345.572587753539,[900.167337984539]
706,0.0,0.0,157.51635302246433,-14354.179921383819,[901.8737089582686]
707,0.0,0.0,157.38592864670971,-14330.75725652737,[902.4263281661163]
708,0.0,0.0,157.44751977623898,-14354.660766262428,[898.2812678825978]
709,0.0,0.0,157.44791302354506,-14346.15443395412,[896.5200661189108]
710,0.0,0.0,157.39613782304133,-14340.696462989774,[901.3522962239937]
711,0.0,0.0,157.49180233742865,-14354.960101450688,[903.0193271572391]
712,0.0,0.0,157.4637504541652,-14352.932762808945,[900.4647341268205]
713,0.0,0.0,157.52610447715503,-14354.935365620197,[899.7506807109995]
714,0.0,0.0,157.46710793596168,-14351.96657229014,[897.104557063158]
715,0.0,0.0,157.5774321827028,-14363.257940751912,[900.2441622562753]
716,0.0,0.0,157.47897035216639,-14353.306621019328,[899.6334238293083]
717,0.0,0.0,157.3166066272229,-14331.966401904792,[899.8855178850667]
718,0.0,0.0,157.35033664738214,-14338.151239196055,[902.2740977877835]
719,0.0,0.0,157.49986173420166,-14361.016711997294,[898.578049627142]
720,0.0,0.0,157.47786225669148,-14355.627081464616,[896.6604895749355]
721,0.0,0.0,157.43269001001232,-14339.466190663754,[900.6434657553755]
722,0.0,0.0,157.48957202408144,-14348.401100665924,[899.4952904164704]
723,0.0,0.0,157.31464834275002,-14322.122727774939,[901.1320180906489]
724,0.0,0.0,157.48912253165065,-14359.33730521666,[901.4961941247255]
725,0.0,0.0,157.54002969333334,-14363.886897012595,[902.3988652886518]
726,0.0,0.0,157.58871873440944,-14364.7218928211,[897.1762782603431]
727,0.0,0.0,157.41909727972538,-14345.463980674906,[899.2443261377612]
728,0.0,0.0,157.54026580386142,-14355.35357027782,[900.6107986718724]
729,0.0,0.0,157.5108938260831,-14355.615661793325,[897.1412219455254]
730,0.0,0.0,157.64254242476363,-14374.569733132445,[901.4670892925768]
731,0.0,0.0,157.56620091505542,-14359.268284878313,[902.1668073906357]
732,0.0,0.0,157.31337823213315,-14322.953067877852,[895.9633699086228]
733,0.0,0.0,157.5019027823188,-14346.183922506138,[901.9794043013644]
734,0.0,0.0,157.61581666459392,-14368.761318280363,[898.6230376911658]
735,0.0,0.0,157.54382470670106,-14359.632915607584,[897.7476988579556]
736,0.0,0.0,157.523584394231,-14353.786279007556,[901.5453135419111]
737,0.0,0.0,157.43863339569634,-14345.838112303005,[898.8260264207763]
738,0.0,0.0,157.49057828847654,-14349.356250418792,[899.0099993753802]
739,0.0,0.0,157.2915807201596,-14331.837213948704,[899.4580916770312]
740,0.0,0.0,157.50877162896168,-14354.875682885513,[904.3556108348773]
741,0.0,0.0,157.54025655811532,-14354.451087890313,[898.6742438536647]
742,0.0,0.0,157.47374632598866,-14353.936508262097,[899.2531329270043]
743,0.0,0.0,157.42916486403487,-14336.983389873498,[900.0758314185989]
744,0.0,0.0,157.49471790894182,-14349.511970028057,[900.1184231125671]
745,0.0,0.0,157.5487243069258,-14362.8842711752,[899.852004856558]
746,0.0,0.0,157.49281504919648,-14346.314008738627,[897.901179111915]
747,0.0,0.0,157.57257992272955,-14364.26014183349,[897.7116844958216]
748,0.0,0.0,157.38608077322706,-14331.219602401454,[900.3294470916981]
749,0.0,0.0,157.49492596999488,-14355.220524044866,[897.54845693892]
750,0.0,0.0,157.56576040626814,-14359.327637697315,[901.4966118815388]
751,0.0,0.0,157.41227317121704,-14341.119878388718,[898.8302757492106]
752,0.0,0.0,157.56350868024722,-14363.640388048338,[899.9050784264424]
753,0.0,0.0,157.49224326875805,-14350.275147561018,[898.1947668223372]
754,0.0,0.0,157.45604066709012,-14350.669112052257,[903.404839277534]
755,0.0,0.0,157.41235218771894,-14337.979388434696,[900.9799920722485]
756,0.0,0.0,157.4554848740525,-14342.684270523847,[898.3947441113817]
757,0.0,0.0,157.51645176594147,-14359.3844783786,[898.675410011383]
